Gene ID	CI DESeq	CI NOISeq	CuffDiff	Limma	GeneSpring
ENSG00000250644	NA	NA	-2.56709	NA	NA
ENSG00000250645	4.749861442	NA	NA	NA	NA
ENSG00000250654	-3.636026228	NA	NA	-3.05676372	NA
ENSG00000250659	NA	NA	NA	-2.446109329	NA
ENSG00000250685	-7.360182369	NA	NA	NA	NA
ENSG00000250687	-4.573179894	NA	NA	-5.035721977	NA
ENSG00000250697	-5.913438204	NA	NA	NA	NA
ENSG00000250714	NA	NA	NA	-3.018841854	NA
ENSG00000250722	-7.787709819	-7.804721165	-7.149	-6.686929323	-10.646119
ENSG00000250748	2.168152093	NA	NA	NA	NA
ENSG00000250749	3.438684244	NA	NA	NA	NA
ENSG00000250753	-4.949552635	NA	NA	-5.017818226	NA
ENSG00000250763	-2.921682302	NA	-2.95088	-2.64116219	NA
ENSG00000250764	-3.058512758	NA	NA	NA	NA
ENSG00000250769	-7.402086049	NA	NA	-5.269452988	NA
ENSG00000250771	-2.968742252	NA	NA	-5.679883682	NA
ENSG00000250790	-2.536695429	NA	NA	-4.752753579	NA
ENSG00000250794	NA	NA	NA	-3.653817867	NA
ENSG00000250796	NA	NA	NA	-2.348770254	NA
ENSG00000250810	-4.186925095	NA	NA	NA	NA
ENSG00000250816	NA	NA	NA	-4.615995903	NA
ENSG00000250835	3.465035038	NA	NA	NA	NA
ENSG00000250842	-2.453527806	NA	NA	NA	NA
ENSG00000250848	2.796070317	NA	NA	NA	NA
ENSG00000250877	3.219513846	NA	NA	NA	NA
ENSG00000250878	NA	NA	NA	-4.054753159	NA
ENSG00000250889	2.235002712	NA	NA	NA	NA
ENSG00000250896	NA	NA	NA	NA	NA
ENSG00000250900	NA	NA	-4.222	-3.6748411	NA
ENSG00000250903	NA	NA	-3.93211	-3.586134284	-9.671147
ENSG00000250906	NA	NA	NA	-4.401021599	NA
ENSG00000250909	NA	NA	NA	-3.576888583	NA
ENSG00000250910	NA	NA	NA	NA	NA
ENSG00000250917	NA	NA	NA	-510.215907	NA
ENSG00000250919	-3.04673055	NA	NA	NA	NA
ENSG00000250929	-3.344219104	NA	NA	NA	NA
ENSG00000250933	2.832794459	NA	NA	NA	NA
ENSG00000250938	NA	NA	NA	-3.643966381	NA
ENSG00000250950	NA	NA	NA	-2.646499917	NA
ENSG00000250954	-5.460671469	NA	NA	NA	NA
ENSG00000250959	NA	NA	NA	-2.102704053	NA
ENSG00000250961	-2.11039038	NA	NA	-4.446462343	NA
ENSG00000250966	NA	NA	NA	-2.998475585	NA
ENSG00000250979	-2.834810749	NA	NA	NA	NA
ENSG00000250982	NA	NA	NA	NA	NA
ENSG00000250986	-6.475688505	NA	NA	-5.124832828	NA
ENSG00000250990	-3.318753754	NA	NA	NA	NA
ENSG00000250999	NA	NA	-3.05719	-2.597290864	NA
ENSG00000251002	-5.729191598	NA	NA	NA	NA
ENSG00000251003	-2.575402823	NA	-5.70501	-4.639544118	-18.209854
ENSG00000251011	2.831944724	NA	NA	NA	NA
ENSG00000251012	-2.490160526	NA	NA	NA	NA
ENSG00000251015	NA	NA	NA	-2.699051971	NA
ENSG00000251018	2.196745921	NA	NA	NA	NA
ENSG00000251023	NA	NA	NA	-3.760262934	NA
ENSG00000251037	NA	NA	NA	-4.203754491	NA
ENSG00000251046	NA	NA	NA	NA	-6.3274612
ENSG00000251056	-5.432107548	NA	NA	NA	NA
ENSG00000251059	-2.391709722	NA	NA	NA	NA
ENSG00000251060	-5.247675492	NA	NA	NA	NA
ENSG00000251075	-5.796936686	NA	NA	NA	NA
ENSG00000251076	2.321602046	NA	NA	NA	NA
ENSG00000251079	-2.149101232	NA	-4.98128	-4.737016896	NA
ENSG00000251095	NA	NA	NA	-3.601695215	NA
ENSG00000251102	-2.544405458	NA	NA	-3.224636802	NA
ENSG00000251126	2.11429457	NA	NA	NA	NA
ENSG00000251128	2.674325265	NA	NA	NA	NA
ENSG00000251129	-6.127038754	NA	NA	NA	NA
ENSG00000251131	-5.988396507	NA	NA	NA	NA
ENSG00000251136	NA	NA	-3.58669	-3.266336439	-8.82506
ENSG00000251138	-7.607195366	NA	NA	NA	NA
ENSG00000251139	2.882780395	NA	NA	NA	NA
ENSG00000251152	-4.411720298	NA	NA	NA	NA
ENSG00000251154	-4.18106511	NA	NA	NA	NA
ENSG00000251155	NA	NA	NA	NA	2.0639482
ENSG00000251160	-2.056065097	NA	NA	NA	NA
ENSG00000251164	-2.648841555	NA	NA	NA	NA
ENSG00000251165	-2.65357316	NA	NA	NA	NA
ENSG00000251168	NA	NA	NA	NA	NA
ENSG00000251171	2.175989666	NA	NA	NA	NA
ENSG00000251175	2.223258913	NA	NA	NA	NA
ENSG00000251182	-6.483064469	NA	NA	NA	NA
ENSG00000251187	NA	NA	NA	NA	NA
ENSG00000251192	NA	NA	-3.28279	-3.015039175	-5.0044746
ENSG00000251196	-3.384613387	NA	NA	NA	NA
ENSG00000251209	NA	NA	NA	-2.955455806	NA
ENSG00000251216	-5.321707092	NA	NA	NA	NA
ENSG00000251226	-6.231706847	NA	NA	NA	NA
ENSG00000251229	2.444660386	NA	NA	NA	NA
ENSG00000251230	-5.812754227	NA	NA	NA	NA
ENSG00000251237	2.911450545	NA	NA	NA	NA
ENSG00000251247	NA	NA	-2.05619	NA	NA
ENSG00000251252	2.440569569	NA	NA	NA	NA
ENSG00000251257	-6.941414552	NA	NA	NA	NA
ENSG00000251259	-3.197507586	NA	NA	-3.544523582	NA
ENSG00000251260	NA	NA	NA	NA	NA
ENSG00000251271	-2.082869686	NA	NA	NA	NA
ENSG00000251274	2.486033585	NA	NA	NA	NA
ENSG00000251287	-2.343784082	NA	-5.31235	-5.216340817	NA
ENSG00000251288	2.107689784	NA	NA	NA	NA
ENSG00000251292	-3.433092542	NA	NA	-3.675141759	NA
ENSG00000251301	-4.465167863	NA	NA	-4.946996736	NA
ENSG00000251303	3.316841108	NA	NA	NA	NA
ENSG00000251314	NA	NA	NA	-3.831207215	NA
ENSG00000251330	NA	NA	NA	NA	NA
ENSG00000251331	-3.28234597	NA	-5.94386	NA	NA
ENSG00000251332	3.060582068	NA	NA	NA	NA
ENSG00000251339	-5.440713953	NA	NA	NA	NA
ENSG00000251348	2.08285923	NA	NA	NA	NA
ENSG00000251363	NA	NA	NA	-5.775864008	NA
ENSG00000251364	-2.053835138	NA	NA	NA	NA
ENSG00000251370	4.097625995	NA	NA	NA	NA
ENSG00000251372	-4.317594371	NA	NA	-4.747449928	NA
ENSG00000251378	NA	NA	NA	NA	NA
ENSG00000251379	-4.440455494	NA	NA	-8.646018933	-7.4410167
ENSG00000251381	-7.218173278	NA	NA	-6.790640373	NA
ENSG00000251396	NA	NA	-4.01657	-3.629719869	NA
ENSG00000251400	-5.448059656	NA	NA	-4.3904695	NA
ENSG00000251405	-2.013536487	NA	NA	NA	NA
ENSG00000251409	-7.217070508	NA	NA	NA	NA
ENSG00000251410	-4.812013371	NA	NA	NA	NA
ENSG00000251417	-3.076753685	NA	-4.50323	-4.281820852	NA
ENSG00000251432	NA	NA	-3.58673	-3.249863873	NA
ENSG00000251438	-4.747016719	NA	NA	NA	NA
ENSG00000251451	-5.951257923	NA	NA	NA	NA
ENSG00000251456	2.533169411	NA	NA	NA	NA
ENSG00000251474	NA	NA	-2.99513	-2.799511538	-5.592548
ENSG00000251493	-8.936931446	NA	NA	NA	NA
ENSG00000251495	NA	NA	NA	-4.055784422	NA
ENSG00000251497	2.967207626	NA	NA	NA	NA
ENSG00000251508	2.56432659	NA	NA	NA	NA
ENSG00000251521	NA	NA	NA	-5.242616832	NA
ENSG00000251523	2.395013323	NA	NA	NA	NA
ENSG00000251526	NA	NA	NA	-4.321283559	NA
ENSG00000251536	NA	NA	NA	-2.455713312	NA
ENSG00000251546	NA	NA	NA	NA	NA
ENSG00000251562	2.203274244	NA	2.54117	2.849753584	7.208771
ENSG00000251569	-2.184990995	NA	NA	NA	NA
ENSG00000251574	-3.185585065	NA	NA	NA	NA
ENSG00000251579	2.483588509	NA	NA	NA	NA
ENSG00000251582	-3.075160012	NA	NA	-6.675389177	NA
ENSG00000251587	3.117322128	NA	NA	NA	NA
ENSG00000251603	-2.914827789	NA	NA	NA	NA
ENSG00000251609	2.480871514	NA	NA	NA	NA
ENSG00000251613	-2.188781047	NA	NA	NA	NA
ENSG00000251615	-2.067424519	NA	NA	NA	NA
ENSG00000251629	-4.706547081	NA	NA	NA	NA
ENSG00000251630	NA	NA	NA	NA	NA
ENSG00000251637	-4.497522082	NA	NA	-7.51910184	NA
ENSG00000251648	3.041547274	NA	NA	NA	NA
ENSG00000251652	-3.77776279	NA	NA	NA	NA
ENSG00000251654	2.371061584	NA	NA	NA	NA
ENSG00000251659	-2.686105913	NA	NA	NA	NA
ENSG00000251661	NA	NA	NA	-3.270433376	NA
ENSG00000251664	-7.809175266	NA	NA	NA	NA
ENSG00000251666	NA	NA	NA	-6.383749719	NA
ENSG00000251667	2.738829089	NA	NA	NA	NA
ENSG00000251669	NA	NA	NA	NA	NA
ENSG00000251670	-3.622785425	NA	NA	NA	NA
ENSG00000251675	NA	NA	NA	2.204303978	4.38562
ENSG00000251680	NA	NA	NA	-4.33622132	NA
ENSG00000251682	2.900288344	NA	NA	NA	NA
ENSG00000251695	-5.026742816	NA	NA	NA	NA
ENSG00000251703	2.581513097	NA	NA	NA	NA
ENSG00000251708	2.386528329	NA	NA	NA	NA
ENSG00000251712	2.143383577	NA	NA	NA	NA
ENSG00000251714	2.951280573	NA	NA	NA	NA
ENSG00000251722	4.203990961	NA	NA	NA	NA
ENSG00000251725	2.021837627	NA	NA	NA	NA
ENSG00000251726	3.404944258	NA	NA	NA	NA
ENSG00000251733	3.526330295	NA	NA	NA	NA
ENSG00000251735	2.921464378	NA	NA	NA	NA
ENSG00000251748	2.125803518	NA	NA	NA	NA
ENSG00000251767	3.833178086	NA	NA	NA	NA
ENSG00000251774	2.435999701	NA	NA	NA	NA
ENSG00000251791	2.439809319	NA	NA	NA	NA
ENSG00000251803	2.556621371	NA	NA	NA	NA
ENSG00000251804	3.503985663	NA	NA	NA	NA
ENSG00000251812	3.166856558	NA	NA	NA	NA
ENSG00000251821	3.16557064	NA	NA	NA	NA
ENSG00000251834	2.629429956	NA	NA	NA	NA
ENSG00000251839	2.610306352	NA	NA	NA	NA
ENSG00000251842	2.84814611	NA	NA	NA	NA
ENSG00000251848	-4.579773992	NA	NA	NA	NA
ENSG00000251858	6.944819907	NA	NA	NA	NA
ENSG00000251862	2.086321511	NA	NA	NA	NA
ENSG00000251868	3.061833566	NA	NA	NA	NA
ENSG00000251869	2.443058199	NA	NA	NA	NA
ENSG00000251874	2.479736251	NA	NA	NA	NA
ENSG00000251880	2.644613131	NA	NA	NA	NA
ENSG00000251889	3.03166498	NA	NA	NA	NA
ENSG00000251891	4.292283519	NA	NA	NA	NA
ENSG00000251893	3.747623518	NA	NA	NA	NA
ENSG00000251901	3.926762427	NA	NA	NA	NA
ENSG00000251902	2.548031652	NA	NA	NA	NA
ENSG00000251916	NA	-12.57680359	NA	NA	NA
ENSG00000251959	3.129953198	NA	NA	NA	NA
ENSG00000251962	3.13365828	NA	NA	NA	NA
ENSG00000251963	4.040920196	NA	NA	NA	NA
ENSG00000251969	3.186360213	NA	NA	NA	NA
ENSG00000251989	3.070294274	NA	NA	NA	NA
ENSG00000251991	2.24788806	NA	NA	NA	NA
ENSG00000251992	NA	NA	NA	6.086589905	NA
ENSG00000251994	2.465095276	NA	NA	NA	NA
ENSG00000251995	2.689189657	NA	NA	NA	NA
ENSG00000252006	3.048516796	NA	NA	4.495765218	NA
ENSG00000252010	2.219310081	NA	NA	NA	NA
ENSG00000252018	3.470695382	NA	NA	NA	NA
ENSG00000252021	2.474706181	NA	NA	NA	NA
ENSG00000252026	2.672927643	NA	NA	NA	NA
ENSG00000252030	2.215516771	NA	NA	NA	NA
ENSG00000252048	3.540268927	NA	NA	NA	NA
ENSG00000252056	2.068758229	NA	NA	NA	NA
ENSG00000252058	3.480968758	NA	NA	NA	NA
ENSG00000252062	4.614018089	NA	NA	NA	NA
ENSG00000252082	3.137823739	NA	NA	NA	NA
ENSG00000252085	2.01835563	NA	NA	NA	NA
ENSG00000252096	2.384934908	NA	NA	NA	NA
ENSG00000252130	2.033758611	NA	NA	NA	NA
ENSG00000252157	2.286576195	NA	NA	NA	NA
ENSG00000252171	4.174552556	NA	NA	NA	NA
ENSG00000252172	2.019053862	NA	NA	NA	NA
ENSG00000252174	2.59075116	NA	NA	NA	NA
ENSG00000252177	3.649423244	NA	NA	NA	NA
ENSG00000252196	3.787917422	NA	NA	NA	NA
ENSG00000252198	2.88769144	NA	NA	NA	NA
ENSG00000252217	3.21882095	NA	NA	NA	NA
ENSG00000252220	3.146634995	NA	NA	NA	NA
ENSG00000252222	2.186859971	NA	NA	NA	NA
ENSG00000252228	-3.636821126	NA	NA	NA	NA
ENSG00000252239	3.4754823	NA	NA	NA	NA
ENSG00000252240	5.456081167	NA	NA	NA	NA
ENSG00000252245	2.050716093	NA	NA	NA	NA
ENSG00000252255	2.855979781	NA	NA	NA	NA
ENSG00000252266	2.724558543	NA	NA	NA	NA
ENSG00000252283	2.392205181	NA	NA	NA	NA
ENSG00000252291	3.872967179	NA	NA	NA	NA
ENSG00000252297	2.518654247	NA	NA	NA	NA
ENSG00000252309	3.019802571	NA	NA	NA	NA
ENSG00000252319	2.457357828	NA	NA	NA	NA
ENSG00000252324	2.257204751	NA	NA	NA	NA
ENSG00000252329	3.961126081	NA	NA	NA	NA
ENSG00000252341	2.065395906	NA	NA	NA	NA
ENSG00000252357	2.130937808	NA	NA	NA	NA
ENSG00000252375	2.572075648	NA	NA	NA	NA
ENSG00000252379	3.4293131	NA	NA	NA	NA
ENSG00000252383	2.762972129	NA	NA	NA	NA
ENSG00000252397	3.099197418	NA	NA	NA	NA
ENSG00000252410	-6.487221007	NA	NA	NA	NA
ENSG00000252420	2.05426568	NA	NA	NA	NA
ENSG00000252436	2.614554367	NA	NA	NA	NA
ENSG00000252444	2.259906891	NA	NA	NA	NA
ENSG00000252463	2.777596697	NA	NA	NA	NA
ENSG00000252465	2.160210722	NA	NA	NA	NA
ENSG00000252473	2.993262906	NA	NA	NA	NA
ENSG00000252474	2.684205181	NA	NA	NA	NA
ENSG00000252485	3.240100523	NA	NA	NA	NA
ENSG00000252489	2.993291256	NA	NA	NA	NA
ENSG00000252498	2.159725761	NA	NA	NA	NA
ENSG00000252518	3.343765488	NA	NA	NA	NA
ENSG00000252525	2.202214335	NA	NA	NA	NA
ENSG00000252531	NA	NA	NA	-142.345454	NA
ENSG00000252534	2.055698806	NA	NA	NA	NA
ENSG00000252544	4.037621876	NA	NA	NA	NA
ENSG00000252568	2.731198105	NA	NA	NA	NA
ENSG00000252569	2.52339488	NA	NA	NA	NA
ENSG00000252577	2.746176964	NA	NA	NA	NA
ENSG00000252581	3.023018312	NA	NA	NA	NA
ENSG00000252590	2.768030351	NA	NA	NA	NA
ENSG00000252602	2.403327276	NA	NA	NA	NA
ENSG00000252611	2.734723196	NA	NA	NA	NA
ENSG00000252622	2.381497394	NA	NA	NA	NA
ENSG00000252627	2.219193816	NA	NA	NA	NA
ENSG00000252633	4.760492905	NA	NA	NA	NA
ENSG00000252639	NA	NA	NA	NA	NA
ENSG00000252652	2.915155164	NA	NA	NA	NA
ENSG00000252657	2.575591355	NA	NA	NA	NA
ENSG00000252658	3.941994685	NA	NA	NA	NA
ENSG00000252678	-2.618313711	NA	NA	NA	NA
ENSG00000252685	2.171915682	NA	NA	NA	NA
ENSG00000252686	2.171321336	NA	NA	NA	NA
ENSG00000252695	2.420811269	NA	NA	NA	NA
ENSG00000252700	3.231646291	NA	NA	NA	NA
ENSG00000252702	3.560676172	NA	NA	NA	NA
ENSG00000252707	3.151704912	NA	NA	NA	NA
ENSG00000252719	3.493434827	NA	NA	NA	NA
ENSG00000252743	-4.147075242	NA	NA	NA	NA
ENSG00000252744	-4.890090506	NA	NA	NA	NA
ENSG00000252750	2.294867784	NA	NA	NA	NA
ENSG00000252756	3.711364437	NA	NA	NA	NA
ENSG00000252763	2.415668251	NA	NA	NA	NA
ENSG00000252768	2.555946665	NA	NA	NA	NA
ENSG00000252774	2.396426725	NA	NA	NA	NA
ENSG00000252777	2.306756534	NA	NA	NA	NA
ENSG00000252791	2.581665679	NA	NA	NA	NA
ENSG00000252798	-4.125492577	NA	NA	NA	NA
ENSG00000252800	2.78392579	NA	NA	NA	NA
ENSG00000252821	2.062976221	NA	NA	NA	NA
ENSG00000252822	2.174744722	NA	NA	NA	NA
ENSG00000252834	3.430807131	NA	NA	NA	NA
ENSG00000252835	NA	NA	NA	NA	4.6944985
ENSG00000252842	-3.758693001	NA	NA	NA	NA
ENSG00000252855	NA	NA	NA	NA	NA
ENSG00000252859	2.312372312	NA	NA	NA	NA
ENSG00000252874	2.137404849	NA	NA	NA	NA
ENSG00000252879	3.103543032	NA	NA	NA	NA
ENSG00000252887	2.11096941	NA	NA	NA	NA
ENSG00000252892	4.270461705	NA	NA	NA	NA
ENSG00000252894	2.492653793	NA	NA	NA	NA
ENSG00000252901	-3.636670299	NA	NA	NA	NA
ENSG00000252904	2.893704861	NA	NA	NA	NA
ENSG00000252914	2.357648082	NA	NA	NA	NA
ENSG00000252928	3.081369798	NA	NA	NA	NA
ENSG00000252943	4.486517306	NA	NA	NA	NA
ENSG00000252944	2.000583602	NA	NA	NA	NA
ENSG00000252947	2.213344531	NA	NA	NA	NA
ENSG00000252982	2.628704523	NA	NA	NA	NA
ENSG00000252994	2.449915881	NA	NA	NA	NA
ENSG00000253007	2.681113557	NA	NA	NA	NA
ENSG00000253008	2.195482102	NA	NA	NA	NA
ENSG00000253021	2.922541731	NA	NA	NA	NA
ENSG00000253042	3.388033781	NA	NA	NA	NA
ENSG00000253051	2.37162306	NA	NA	5.358118816	71.69541
ENSG00000253054	2.880476372	NA	NA	NA	NA
ENSG00000253056	3.249063764	NA	NA	NA	NA
ENSG00000253059	2.883843207	NA	NA	NA	NA
ENSG00000253062	2.509021142	NA	NA	NA	NA
ENSG00000253064	4.126537153	NA	NA	NA	NA
ENSG00000253086	3.008720657	NA	NA	NA	NA
ENSG00000253088	2.785792673	NA	NA	NA	NA
ENSG00000253095	2.232740304	NA	NA	NA	NA
ENSG00000253103	-4.158577998	NA	-7.01893	-6.084213659	-29.920044
ENSG00000253111	NA	NA	NA	-4.364661133	NA
ENSG00000253117	-7.553395019	NA	NA	NA	NA
ENSG00000253120	NA	NA	NA	NA	NA
ENSG00000253121	2.5028837	NA	NA	NA	NA
ENSG00000253125	2.620619534	NA	NA	NA	NA
ENSG00000253128	NA	NA	NA	NA	NA
ENSG00000253132	NA	NA	NA	NA	NA
ENSG00000253133	NA	NA	NA	NA	NA
ENSG00000253154	-4.794822173	NA	NA	-5.92341337	NA
ENSG00000253161	-3.068903771	NA	-7.56076	-5.76089926	NA
ENSG00000253164	-3.543523627	NA	NA	-5.784522553	NA
ENSG00000253167	NA	NA	NA	-2.13063948	NA
ENSG00000253171	-2.167958766	NA	NA	NA	NA
ENSG00000253183	NA	NA	NA	NA	NA
ENSG00000253193	-3.445986471	NA	NA	NA	NA
ENSG00000253194	NA	NA	NA	-3.543322339	NA
ENSG00000253203	NA	NA	-4.39729	-4.140269008	-15.148412
ENSG00000253218	2.510619906	NA	NA	NA	NA
ENSG00000253234	NA	NA	NA	NA	NA
ENSG00000253239	-6.337961579	NA	NA	NA	NA
ENSG00000253245	2.035990225	NA	NA	NA	NA
ENSG00000253250	NA	NA	NA	2.733403814	6.043725
ENSG00000253263	-4.602585089	NA	NA	NA	NA
ENSG00000253270	-3.300385389	NA	NA	NA	NA
ENSG00000253274	NA	NA	NA	NA	NA
ENSG00000253284	NA	NA	NA	-5.840313824	NA
ENSG00000253286	NA	NA	NA	-3.468527068	NA
ENSG00000253288	-5.628906356	NA	NA	NA	NA
ENSG00000253302	-2.81205681	NA	NA	NA	NA
ENSG00000253307	NA	NA	NA	-3.600556366	NA
ENSG00000253313	-8.191025039	NA	NA	-6.643319618	NA
ENSG00000253317	-3.25455069	NA	NA	NA	NA
ENSG00000253320	-2.781934907	NA	-4.49347	-4.005203223	-11.426189
ENSG00000253326	-4.408435842	NA	NA	-4.876953684	-5.154099
ENSG00000253330	NA	NA	NA	NA	NA
ENSG00000253334	NA	NA	NA	-3.996509243	NA
ENSG00000253335	3.384869712	NA	NA	NA	NA
ENSG00000253341	-4.222697035	NA	NA	NA	NA
ENSG00000253348	-6.757908294	NA	NA	NA	NA
ENSG00000253352	NA	NA	NA	NA	2.6167736
ENSG00000253361	NA	NA	NA	-3.643809537	NA
ENSG00000253364	NA	-14.12232018	NA	NA	NA
ENSG00000253372	NA	NA	NA	-4.596586023	NA
ENSG00000253374	-4.776532686	NA	NA	NA	NA
ENSG00000253379	-4.773347824	NA	NA	-3.80709513	NA
ENSG00000253384	-3.324147988	NA	NA	-5.943973752	NA
ENSG00000253385	2.478007798	NA	NA	NA	NA
ENSG00000253392	NA	NA	NA	-2.952597213	NA
ENSG00000253393	2.210454586	NA	NA	NA	NA
ENSG00000253394	-3.480608883	NA	NA	NA	NA
ENSG00000253395	NA	NA	NA	-2.772295538	NA
ENSG00000253397	-3.210898639	NA	NA	NA	NA
ENSG00000253404	-5.30986524	NA	NA	NA	NA
ENSG00000253414	-2.033724861	NA	NA	NA	NA
ENSG00000253424	NA	NA	NA	-2.951829975	NA
ENSG00000253426	-3.074538772	NA	NA	-3.378963937	NA
ENSG00000253434	-4.513860691	NA	NA	NA	NA
ENSG00000253435	NA	NA	NA	NA	NA
ENSG00000253438	-5.950426071	NA	NA	NA	NA
ENSG00000253439	NA	NA	NA	NA	NA
ENSG00000253449	NA	NA	NA	NA	NA
ENSG00000253454	2.747375855	NA	NA	NA	NA
ENSG00000253471	-2.787988145	NA	NA	NA	NA
ENSG00000253476	NA	NA	NA	-2.625476147	NA
ENSG00000253481	NA	NA	NA	NA	NA
ENSG00000253485	NA	NA	NA	NA	NA
ENSG00000253497	NA	NA	NA	NA	NA
ENSG00000253500	-5.550275652	NA	NA	-4.581149487	NA
ENSG00000253508	-4.325315662	NA	NA	NA	NA
ENSG00000253509	-2.800427746	NA	NA	NA	NA
ENSG00000253516	2.026359299	NA	NA	NA	NA
ENSG00000253523	2.190841825	NA	NA	NA	NA
ENSG00000253531	-2.367171014	NA	NA	NA	NA
ENSG00000253535	-6.196190753	NA	NA	NA	NA
ENSG00000253536	3.437641405	NA	NA	NA	NA
ENSG00000253539	2.225098817	NA	NA	NA	NA
ENSG00000253540	-2.425849872	NA	-3.3794	-3.210152206	NA
ENSG00000253545	NA	NA	NA	NA	NA
ENSG00000253549	-4.910530494	NA	NA	NA	NA
ENSG00000253552	-2.053315949	NA	NA	NA	NA
ENSG00000253553	NA	NA	-2.69091	NA	NA
ENSG00000253554	-4.508422211	NA	NA	NA	NA
ENSG00000253557	-4.473239394	NA	NA	NA	NA
ENSG00000253559	-2.088278417	NA	-3.86305	-3.439673617	NA
ENSG00000253562	2.609477743	NA	NA	NA	NA
ENSG00000253567	NA	NA	NA	-2.03601753	NA
ENSG00000253570	-4.093043421	NA	NA	NA	NA
ENSG00000253582	NA	NA	NA	-3.116838341	NA
ENSG00000253586	4.211231615	NA	NA	NA	NA
ENSG00000253613	3.118448902	NA	NA	NA	NA
ENSG00000253619	-3.325338594	NA	NA	NA	NA
ENSG00000253623	NA	NA	NA	NA	-7.560195
ENSG00000253626	-3.685973357	NA	-4.17966	-3.444564082	NA
ENSG00000253630	3.038193538	NA	NA	NA	NA
ENSG00000253632	-2.76598572	NA	NA	NA	NA
ENSG00000253636	NA	NA	NA	-4.509275276	NA
ENSG00000253641	-3.789147384	NA	NA	NA	NA
ENSG00000253642	-5.798207398	NA	NA	NA	NA
ENSG00000253649	-3.747340122	NA	NA	NA	NA
ENSG00000253667	2.006648179	NA	NA	NA	NA
ENSG00000253675	-2.517839263	NA	NA	NA	NA
ENSG00000253676	NA	NA	NA	NA	NA
ENSG00000253686	-5.228696902	NA	NA	NA	NA
ENSG00000253691	NA	NA	NA	NA	NA
ENSG00000253693	-5.650050584	NA	NA	NA	NA
ENSG00000253697	3.673675433	NA	NA	NA	NA
ENSG00000253701	NA	-12.6982797	NA	NA	NA
ENSG00000253702	-5.173331481	NA	NA	NA	NA
ENSG00000253703	NA	NA	NA	NA	NA
ENSG00000253705	NA	NA	NA	NA	NA
ENSG00000253706	-3.820906296	-3.861991827	NA	-5.412597262	NA
ENSG00000253712	-4.478946692	NA	NA	NA	-11.976486
ENSG00000253715	NA	-12.44945851	NA	NA	NA
ENSG00000253716	-2.170824181	NA	NA	NA	NA
ENSG00000253718	NA	NA	NA	NA	-9.479952
ENSG00000253730	-3.529456868	NA	NA	-3.261761544	NA
ENSG00000253737	NA	NA	NA	-2.680392329	NA
ENSG00000253741	-4.654079982	NA	-5.03789	NA	NA
ENSG00000253755	NA	-14.91955181	NA	NA	NA
ENSG00000253763	NA	NA	NA	NA	NA
ENSG00000253768	-3.808616932	NA	NA	NA	NA
ENSG00000253770	2.940363905	NA	NA	NA	NA
ENSG00000253771	NA	NA	-2.45862	NA	NA
ENSG00000253806	NA	NA	NA	2.33774077	4.96344
ENSG00000253809	-9.000748489	NA	NA	NA	NA
ENSG00000253818	-7.91253751	NA	NA	NA	NA
ENSG00000253829	2.66461412	NA	NA	-4.857007591	-8.272511
ENSG00000253830	-4.539422576	NA	NA	NA	NA
ENSG00000253837	NA	NA	NA	-2.428342422	NA
ENSG00000253844	-4.296898217	NA	NA	NA	NA
ENSG00000253848	NA	NA	NA	-3.16168563	NA
ENSG00000253851	-3.993296889	NA	NA	NA	NA
ENSG00000253853	-3.431427361	NA	NA	NA	NA
ENSG00000253854	NA	NA	NA	-2.923556581	NA
ENSG00000253859	-6.210535783	NA	NA	NA	NA
ENSG00000253861	2.929991933	NA	NA	NA	NA
ENSG00000253865	-3.683976005	NA	NA	NA	NA
ENSG00000253868	-4.46521234	NA	NA	NA	NA
ENSG00000253869	-4.675017045	NA	NA	NA	NA
ENSG00000253870	NA	NA	NA	NA	NA
ENSG00000253872	-4.931476221	NA	NA	NA	NA
ENSG00000253880	NA	NA	NA	NA	NA
ENSG00000253882	-3.141322715	NA	-3.15643	-2.786918187	-4.8959208
ENSG00000253883	NA	NA	NA	NA	NA
ENSG00000253884	NA	NA	NA	NA	2.292151
ENSG00000253893	NA	NA	NA	-3.836431156	NA
ENSG00000253898	-7.444250579	NA	NA	NA	NA
ENSG00000253908	3.282227157	NA	NA	NA	NA
ENSG00000253912	2.318843895	NA	NA	NA	NA
ENSG00000253925	-3.99529348	NA	NA	NA	NA
ENSG00000253929	NA	NA	NA	NA	NA
ENSG00000253932	-2.825699734	NA	NA	-5.209566879	NA
ENSG00000253939	-9.927031519	NA	NA	NA	NA
ENSG00000253944	-5.727526095	NA	NA	NA	NA
ENSG00000253948	-2.292995435	NA	NA	NA	NA
ENSG00000253954	-4.292718044	NA	NA	NA	NA
ENSG00000253955	-2.466859277	NA	NA	NA	NA
ENSG00000253957	NA	NA	NA	NA	NA
ENSG00000253972	-2.400715328	NA	NA	NA	NA
ENSG00000253978	-2.843304178	NA	NA	NA	NA
ENSG00000253981	-2.1608687	NA	-3.0071	-2.999798744	NA
ENSG00000253996	NA	NA	NA	NA	NA
ENSG00000254010	NA	NA	NA	3.693889708	11.025031
ENSG00000254031	-9.766436729	NA	NA	NA	NA
ENSG00000254034	NA	NA	NA	-5.162668865	NA
ENSG00000254035	-2.14994835	NA	NA	NA	NA
ENSG00000254042	-7.67560608	NA	NA	NA	NA
ENSG00000254044	-4.479829798	NA	NA	-4.876335313	NA
